osmid,y,x,street_count,highway,ref,geometry
4381093236,41.1768476,-8.6080705,3,,,POINT (-8.6080705 41.1768476)
4381093240,41.1768356,-8.6079052,3,,,POINT (-8.6079052 41.1768356)
4381093242,41.1766509,-8.6080198,3,,,POINT (-8.6080198 41.1766509)
4381460222,41.1618681,-8.5777021,3,,,POINT (-8.5777021 41.1618681)
4393941394,41.1733701,-8.5893673,3,,,POINT (-8.5893673 41.1733701)
4393941395,41.1733513,-8.5896977,3,,,POINT (-8.5896977 41.1733513)
4393941410,41.1739635,-8.5896151,1,turning_circle,,POINT (-8.5896151 41.1739635)
4393941477,41.1793882,-8.585183,3,,,POINT (-8.585183 41.1793882)
4394002869,41.1573113,-8.5819054,1,,,POINT (-8.5819054 41.1573113)
4394002934,41.1601433,-8.5870421,1,,,POINT (-8.5870421 41.1601433)
4395077408,41.1639009,-8.5731559,3,,,POINT (-8.5731559 41.1639009)
4395077424,41.1640283,-8.5742581,1,,,POINT (-8.5742581 41.1640283)
4395077436,41.164098,-8.5710288,1,,,POINT (-8.5710288 41.164098)
4395077440,41.1641232,-8.5739646,3,,,POINT (-8.5739646 41.1641232)
4395077446,41.1642614,-8.5738712,3,,,POINT (-8.5738712 41.1642614)
4395077589,41.1652113,-8.5736579,3,,,POINT (-8.5736579 41.1652113)
4395077799,41.1660575,-8.5707936,3,crossing,,POINT (-8.5707936 41.1660575)
4395077802,41.1660638,-8.57434,3,,,POINT (-8.57434 41.1660638)
4422245551,41.1631964,-8.6599953,1,,,POINT (-8.6599953 41.1631964)
4422245553,41.164668,-8.6591159,3,,,POINT (-8.6591159 41.164668)
4422245555,41.1641513,-8.6589512,1,,,POINT (-8.6589512 41.1641513)
4422245556,41.1643439,-8.6591102,3,,,POINT (-8.6591102 41.1643439)
4422245557,41.164065,-8.6591865,1,,,POINT (-8.6591865 41.164065)
4422245558,41.1647057,-8.659343,4,,,POINT (-8.659343 41.1647057)
4422245562,41.1661024,-8.6595425,3,,,POINT (-8.6595425 41.1661024)
4422245564,41.1661659,-8.6594333,1,,,POINT (-8.6594333 41.1661659)
4422245566,41.1656062,-8.6585452,3,,,POINT (-8.6585452 41.1656062)
4422245572,41.165944,-8.6575092,3,,,POINT (-8.6575092 41.165944)
4422245577,41.1675388,-8.6567071,3,,,POINT (-8.6567071 41.1675388)
4422246620,41.1687123,-8.6546922,3,,,POINT (-8.6546922 41.1687123)
4434419538,41.1709149,-8.670476,3,,,POINT (-8.670476 41.1709149)
4438014852,41.1645752,-8.6395612,3,,,POINT (-8.6395612 41.1645752)
4438014855,41.1646377,-8.6394074,4,,,POINT (-8.6394074 41.1646377)
4438014857,41.1645974,-8.6391447,3,crossing,,POINT (-8.6391447 41.1645974)
4438014887,41.1650153,-8.6390327,3,,,POINT (-8.6390327 41.1650153)
4438030091,41.1650387,-8.6390328,3,,,POINT (-8.6390328 41.1650387)
4438030098,41.1653271,-8.6392808,3,,,POINT (-8.6392808 41.1653271)
4439995667,41.1485229,-8.6512568,1,,,POINT (-8.6512568 41.1485229)
4439996046,41.1700923,-8.6580318,3,,,POINT (-8.6580318 41.1700923)
4439996047,41.1683669,-8.6608669,3,,,POINT (-8.6608669 41.1683669)
4439996069,41.1653231,-8.6647767,3,,,POINT (-8.6647767 41.1653231)
4440997253,41.1511859,-8.6565096,3,,,POINT (-8.6565096 41.1511859)
4441072492,41.1727334,-8.6659929,3,,,POINT (-8.6659929 41.1727334)
4441072495,41.1730623,-8.6657557,3,,,POINT (-8.6657557 41.1730623)
4441072501,41.1721084,-8.668315,1,,,POINT (-8.668315 41.1721084)
4441072504,41.1723015,-8.6676696,1,,,POINT (-8.6676696 41.1723015)
4441072507,41.1731778,-8.666722,3,,,POINT (-8.666722 41.1731778)
4441072508,41.173006,-8.6666877,3,,,POINT (-8.6666877 41.173006)
4441072513,41.1721977,-8.6667423,1,,,POINT (-8.6667423 41.1721977)
4441072517,41.1714318,-8.6673885,1,,,POINT (-8.6673885 41.1714318)
4441072520,41.1712364,-8.666762,3,,,POINT (-8.666762 41.1712364)
4441072558,41.1706554,-8.671973,1,,,POINT (-8.671973 41.1706554)
4441072594,41.1783187,-8.6348387,1,,,POINT (-8.6348387 41.1783187)
4441072622,41.1771738,-8.5912792,3,,,POINT (-8.5912792 41.1771738)
4441072625,41.1779137,-8.5921051,1,,,POINT (-8.5921051 41.1779137)
4441072626,41.1772761,-8.5903322,4,,,POINT (-8.5903322 41.1772761)
4442997329,41.163893,-8.6350051,3,,,POINT (-8.6350051 41.163893)
4444137335,41.1469039,-8.5816131,1,,,POINT (-8.5816131 41.1469039)
4444137342,41.148139,-8.5671654,3,,,POINT (-8.5671654 41.148139)
4444137369,41.149967,-8.5630414,3,,,POINT (-8.5630414 41.149967)
4444137410,41.1514992,-8.5740193,1,,,POINT (-8.5740193 41.1514992)
4444137411,41.1515018,-8.5685896,3,,,POINT (-8.5685896 41.1515018)
4444137414,41.1510985,-8.5693366,3,,,POINT (-8.5693366 41.1510985)
4444137415,41.148985,-8.5718096,3,,,POINT (-8.5718096 41.148985)
4444137430,41.1473816,-8.5722405,4,,,POINT (-8.5722405 41.1473816)
4444137438,41.1456522,-8.5726867,3,,,POINT (-8.5726867 41.1456522)
4444137440,41.1456744,-8.5724506,1,,,POINT (-8.5724506 41.1456744)
4444137488,41.1468028,-8.5778492,1,,,POINT (-8.5778492 41.1468028)
4444174173,41.1528881,-8.5931326,1,,,POINT (-8.5931326 41.1528881)
4444174174,41.1527705,-8.5926128,1,,,POINT (-8.5926128 41.1527705)
4444772660,41.1550502,-8.6452306,3,motorway_junction,,POINT (-8.6452306 41.1550502)
4447958287,41.1731852,-8.6344523,1,,,POINT (-8.6344523 41.1731852)
4447965430,41.1726454,-8.6414024,1,,,POINT (-8.6414024 41.1726454)
4452248030,41.172152,-8.6623485,3,,,POINT (-8.6623485 41.172152)
4452248031,41.1720101,-8.6621709,3,crossing,,POINT (-8.6621709 41.1720101)
4452248081,41.1706458,-8.6526088,3,,,POINT (-8.6526088 41.1706458)
4452248082,41.1700376,-8.6517632,3,,,POINT (-8.6517632 41.1700376)
4452248084,41.1733443,-8.654825,3,,,POINT (-8.654825 41.1733443)
4452248109,41.1645873,-8.6616116,1,,,POINT (-8.6616116 41.1645873)
4452248110,41.1645255,-8.6616214,4,,,POINT (-8.6616214 41.1645255)
4452248111,41.1643081,-8.6616871,1,,,POINT (-8.6616871 41.1643081)
4452248119,41.1670603,-8.6507905,3,,,POINT (-8.6507905 41.1670603)
4452248137,41.1682218,-8.6448763,1,,,POINT (-8.6448763 41.1682218)
4452248160,41.1603308,-8.6529572,3,,,POINT (-8.6529572 41.1603308)
4452248161,41.1607571,-8.6532529,1,,,POINT (-8.6532529 41.1607571)
4452248162,41.1601488,-8.6534647,3,,,POINT (-8.6534647 41.1601488)
4452248163,41.1605071,-8.653691,1,,,POINT (-8.653691 41.1605071)
4452315737,41.1493757,-8.6448973,1,,,POINT (-8.6448973 41.1493757)
4452315748,41.1595765,-8.645959,3,,,POINT (-8.645959 41.1595765)
4452315752,41.1605642,-8.6454093,3,,,POINT (-8.6454093 41.1605642)
4452315755,41.1598676,-8.6456658,1,,,POINT (-8.6456658 41.1598676)
4452315756,41.1657167,-8.6474042,3,,,POINT (-8.6474042 41.1657167)
4452315757,41.1655402,-8.6469312,3,,,POINT (-8.6469312 41.1655402)
4452315760,41.1653529,-8.6474503,3,,,POINT (-8.6474503 41.1653529)
4452315761,41.1705617,-8.6086792,3,,,POINT (-8.6086792 41.1705617)
4452315763,41.1702267,-8.6086744,1,turning_circle,,POINT (-8.6086744 41.1702267)
4452315764,41.1699337,-8.6030773,3,,,POINT (-8.6030773 41.1699337)
4452315768,41.1704487,-8.6028943,1,,,POINT (-8.6028943 41.1704487)
4452315786,41.1789623,-8.5817615,1,turning_circle,,POINT (-8.5817615 41.1789623)
4452315796,41.1737927,-8.5763044,1,,,POINT (-8.5763044 41.1737927)
4452315806,41.1743086,-8.5754384,4,,,POINT (-8.5754384 41.1743086)
4452315825,41.1576945,-8.592981,1,,,POINT (-8.592981 41.1576945)
4452315827,41.1582489,-8.5926646,3,,,POINT (-8.5926646 41.1582489)
4452315828,41.1581868,-8.5924336,3,,,POINT (-8.5924336 41.1581868)
4452315830,41.1541494,-8.5888602,3,,,POINT (-8.5888602 41.1541494)
4452315831,41.1547825,-8.5877381,1,,,POINT (-8.5877381 41.1547825)
4452315865,41.1495024,-8.591349,3,,,POINT (-8.591349 41.1495024)
4452315907,41.1481397,-8.6009648,3,,,POINT (-8.6009648 41.1481397)
4452315908,41.1475418,-8.6006146,3,,,POINT (-8.6006146 41.1475418)
4452315932,41.1577949,-8.6001927,3,,,POINT (-8.6001927 41.1577949)
4452315935,41.1585703,-8.60004,1,,,POINT (-8.60004 41.1585703)
4452315940,41.1658284,-8.6204314,3,,,POINT (-8.6204314 41.1658284)
4455231260,41.1700748,-8.6503572,3,,,POINT (-8.6503572 41.1700748)
4455231261,41.1705482,-8.6496606,3,,,POINT (-8.6496606 41.1705482)
4455231266,41.1702993,-8.6531179,3,,,POINT (-8.6531179 41.1702993)
4455231267,41.1704352,-8.6539462,3,,,POINT (-8.6539462 41.1704352)
4455231268,41.1705841,-8.6539763,1,,,POINT (-8.6539763 41.1705841)
4455231269,41.1703636,-8.6540549,1,,,POINT (-8.6540549 41.1703636)
4455231277,41.1730892,-8.6563418,4,,,POINT (-8.6563418 41.1730892)
4455231278,41.1727707,-8.6567474,4,,,POINT (-8.6567474 41.1727707)
4455231279,41.1723356,-8.6573016,3,,,POINT (-8.6573016 41.1723356)
4455231280,41.1721946,-8.6574812,3,,,POINT (-8.6574812 41.1721946)
4455231281,41.1717585,-8.6580365,3,,,POINT (-8.6580365 41.1717585)
4455231282,41.1720711,-8.6576385,3,,,POINT (-8.6576385 41.1720711)
4455231283,41.1724656,-8.6571361,3,,,POINT (-8.6571361 41.1724656)
4455231306,41.166366,-8.6641452,3,,,POINT (-8.6641452 41.166366)
4455231316,41.1637479,-8.6644533,3,,,POINT (-8.6644533 41.1637479)
4455231317,41.1638881,-8.6644149,3,,,POINT (-8.6644149 41.1638881)
4455231318,41.1638982,-8.6644738,3,,,POINT (-8.6644738 41.1638982)
4455231319,41.1637585,-8.6645107,4,,,POINT (-8.6645107 41.1637585)
4455723303,41.172355,-8.5972563,3,,,POINT (-8.5972563 41.172355)
4455723322,41.1737984,-8.607845,3,,,POINT (-8.607845 41.1737984)
4455723326,41.1757229,-8.608916,3,,,POINT (-8.608916 41.1757229)
4455723328,41.1759371,-8.6085583,1,,,POINT (-8.6085583 41.1759371)
4455723336,41.1771014,-8.6076941,3,crossing,,POINT (-8.6076941 41.1771014)
4455723344,41.1705043,-8.6201039,3,,,POINT (-8.6201039 41.1705043)
4455723345,41.1672949,-8.624203,3,,,POINT (-8.624203 41.1672949)
4455723347,41.1671368,-8.6232809,3,,,POINT (-8.6232809 41.1671368)
4457851535,41.1676725,-8.6156623,3,,,POINT (-8.6156623 41.1676725)
4457851536,41.1678941,-8.6153493,1,,,POINT (-8.6153493 41.1678941)
4457851537,41.1660968,-8.6120921,3,,,POINT (-8.6120921 41.1660968)
4458013161,41.1506849,-8.5929369,3,,,POINT (-8.5929369 41.1506849)
4458013165,41.1511451,-8.5924308,1,,,POINT (-8.5924308 41.1511451)
4458042245,41.1580353,-8.5832959,3,,,POINT (-8.5832959 41.1580353)
4458042332,41.1551622,-8.577145,1,,,POINT (-8.577145 41.1551622)
4458042334,41.1554099,-8.5774842,3,,,POINT (-8.5774842 41.1554099)
4458042341,41.155651,-8.5778879,1,,,POINT (-8.5778879 41.155651)
4458083609,41.1544,-8.5738317,3,,,POINT (-8.5738317 41.1544)
4458083610,41.1545277,-8.573292,3,,,POINT (-8.573292 41.1545277)
4458083613,41.1542264,-8.5738858,1,,,POINT (-8.5738858 41.1542264)
4458083615,41.1544465,-8.5726573,1,,,POINT (-8.5726573 41.1544465)
4458083628,41.1530068,-8.578526,1,,,POINT (-8.578526 41.1530068)
4458083632,41.152811,-8.5783052,3,,,POINT (-8.5783052 41.152811)
4458083633,41.1528961,-8.5783048,3,,,POINT (-8.5783048 41.1528961)
4458083634,41.153053,-8.5782396,1,,,POINT (-8.5782396 41.153053)
4458083646,41.1533118,-8.58002,3,,,POINT (-8.58002 41.1533118)
4458083647,41.1532283,-8.5801282,1,,,POINT (-8.5801282 41.1532283)
4458099432,41.1582149,-8.5758271,3,,,POINT (-8.5758271 41.1582149)
4458099434,41.157988,-8.5758897,3,,,POINT (-8.5758897 41.157988)
4458099436,41.1584524,-8.5759562,3,,,POINT (-8.5759562 41.1584524)
4458099439,41.1573651,-8.5923493,3,,,POINT (-8.5923493 41.1573651)
4458099441,41.1576532,-8.5921234,3,,,POINT (-8.5921234 41.1576532)
4458099451,41.1577841,-8.5920482,3,,,POINT (-8.5920482 41.1577841)
4458099452,41.1579163,-8.592568,3,,,POINT (-8.592568 41.1579163)
4458099453,41.157897,-8.5919002,3,,,POINT (-8.5919002 41.157897)
4458099454,41.1580559,-8.5924885,3,,,POINT (-8.5924885 41.1580559)
4458099455,41.1580071,-8.591721,3,,,POINT (-8.591721 41.1580071)
4458099458,41.1582642,-8.5921069,1,,,POINT (-8.5921069 41.1582642)
4458159372,41.1649849,-8.6717557,3,,,POINT (-8.6717557 41.1649849)
4461909645,41.1622533,-8.5987958,3,,,POINT (-8.5987958 41.1622533)
4464000721,41.1653754,-8.6387889,3,,,POINT (-8.6387889 41.1653754)
4464000740,41.1700669,-8.6531866,3,,,POINT (-8.6531866 41.1700669)
4464000741,41.1698525,-8.6518236,3,,,POINT (-8.6518236 41.1698525)
4464000751,41.1698789,-8.6593563,3,,,POINT (-8.6593563 41.1698789)
4464000754,41.1703968,-8.660249,1,,,POINT (-8.660249 41.1703968)
4464000766,41.1713017,-8.5943477,3,,,POINT (-8.5943477 41.1713017)
4464000788,41.1681022,-8.6084573,3,,,POINT (-8.6084573 41.1681022)
4464000796,41.1669661,-8.6271631,3,,,POINT (-8.6271631 41.1669661)
4464130475,41.1504367,-8.5980593,3,,,POINT (-8.5980593 41.1504367)
4464130485,41.1679917,-8.58786,3,,,POINT (-8.58786 41.1679917)
4464130700,41.180256,-8.581907,3,,,POINT (-8.581907 41.180256)
4464130717,41.1681379,-8.5742314,3,,,POINT (-8.5742314 41.1681379)
4464130723,41.1682757,-8.572636,3,,,POINT (-8.572636 41.1682757)
4467927897,41.1574133,-8.6602662,3,,,POINT (-8.6602662 41.1574133)
4468021928,41.1674784,-8.6426564,3,,,POINT (-8.6426564 41.1674784)
4468029174,41.1597264,-8.6816072,4,,,POINT (-8.6816072 41.1597264)
4468029573,41.1756822,-8.6528232,3,,,POINT (-8.6528232 41.1756822)
4468090958,41.1499091,-8.673061,3,,,POINT (-8.673061 41.1499091)
4468090963,41.1497813,-8.6680742,3,,,POINT (-8.6680742 41.1497813)
4468090964,41.1497276,-8.6679378,3,,,POINT (-8.6679378 41.1497276)
4468090984,41.1485959,-8.6620833,3,,,POINT (-8.6620833 41.1485959)
4468090988,41.1485805,-8.6616716,3,,,POINT (-8.6616716 41.1485805)
4468092392,41.1493791,-8.6604192,3,,,POINT (-8.6604192 41.1493791)
4468092397,41.1495831,-8.6589848,3,,,POINT (-8.6589848 41.1495831)
4468092398,41.1495095,-8.6586798,3,,,POINT (-8.6586798 41.1495095)
4468092399,41.1496456,-8.6580154,3,,,POINT (-8.6580154 41.1496456)
4468092400,41.1496714,-8.65789,4,,,POINT (-8.65789 41.1496714)
4468092406,41.1494893,-8.6564852,3,,,POINT (-8.6564852 41.1494893)
4468092409,41.1499819,-8.6580165,3,,,POINT (-8.6580165 41.1499819)
4468092410,41.1499791,-8.6582929,1,,,POINT (-8.6582929 41.1499791)
4468092411,41.1500054,-8.6570149,3,,,POINT (-8.6570149 41.1500054)
4468092412,41.153005,-8.6571186,1,,,POINT (-8.6571186 41.153005)
4468092482,41.1533526,-8.6591819,3,,,POINT (-8.6591819 41.1533526)
4468114065,41.1505164,-8.6540393,1,turning_circle,,POINT (-8.6540393 41.1505164)
4468189849,41.1579217,-8.6500173,3,,,POINT (-8.6500173 41.1579217)
4468207744,41.1544896,-8.669398,3,,,POINT (-8.669398 41.1544896)
4468207747,41.1545223,-8.6690986,3,,,POINT (-8.6690986 41.1545223)
4468207751,41.1544437,-8.6700311,3,,,POINT (-8.6700311 41.1544437)
4468207755,41.1541645,-8.6717011,3,,,POINT (-8.6717011 41.1541645)
4468615941,41.1679383,-8.6551163,3,,,POINT (-8.6551163 41.1679383)
4468615942,41.1681397,-8.6556401,3,,,POINT (-8.6556401 41.1681397)
4468615943,41.1680536,-8.6556644,3,,,POINT (-8.6556644 41.1680536)
4468615946,41.1680734,-8.6557754,3,,,POINT (-8.6557754 41.1680734)
4468615951,41.1668169,-8.657285,3,,,POINT (-8.657285 41.1668169)
4468615954,41.1667488,-8.6571213,3,,,POINT (-8.6571213 41.1667488)
4468615956,41.1672443,-8.6559125,3,,,POINT (-8.6559125 41.1672443)
4468690315,41.1585079,-8.6281333,3,,,POINT (-8.6281333 41.1585079)
4468690328,41.1573337,-8.6301439,3,,,POINT (-8.6301439 41.1573337)
4468690383,41.1659369,-8.6874459,3,,,POINT (-8.6874459 41.1659369)
4468847596,41.1640543,-8.6631241,2,,,POINT (-8.6631241 41.1640543)
4468847599,41.1638946,-8.6595855,1,,,POINT (-8.6595855 41.1638946)
4468847606,41.1645342,-8.6562333,3,,,POINT (-8.6562333 41.1645342)
4468847621,41.1649404,-8.6505953,1,,,POINT (-8.6505953 41.1649404)
4468847624,41.1657271,-8.6517983,3,,,POINT (-8.6517983 41.1657271)
4468847679,41.167653,-8.65289,3,,,POINT (-8.65289 41.167653)
4468932439,41.1744074,-8.6665328,3,,,POINT (-8.6665328 41.1744074)
4468932444,41.1732581,-8.6673865,3,,,POINT (-8.6673865 41.1732581)
4468966319,41.170459,-8.6608597,3,,,POINT (-8.6608597 41.170459)
4468966352,41.173359,-8.6576987,3,,,POINT (-8.6576987 41.173359)
4468966353,41.1734567,-8.65757,3,,,POINT (-8.65757 41.1734567)
4468966356,41.1738331,-8.6570936,3,,,POINT (-8.6570936 41.1738331)
4469023903,41.1694319,-8.6533651,3,,,POINT (-8.6533651 41.1694319)
4470121106,41.1650936,-8.6421082,3,,,POINT (-8.6421082 41.1650936)
4473265202,41.1698873,-8.6021352,3,,,POINT (-8.6021352 41.1698873)
4473265206,41.1694264,-8.6021749,3,,,POINT (-8.6021749 41.1694264)
4473275397,41.170909,-8.5994484,3,,,POINT (-8.5994484 41.170909)
4473275400,41.1704967,-8.5994971,3,,,POINT (-8.5994971 41.1704967)
4473312168,41.1670302,-8.5942464,3,,,POINT (-8.5942464 41.1670302)
4473312184,41.1624064,-8.592997,3,,,POINT (-8.592997 41.1624064)
4473312689,41.1611636,-8.5920961,3,,,POINT (-8.5920961 41.1611636)
4473717327,41.1441037,-8.5736654,3,,,POINT (-8.5736654 41.1441037)
4473717364,41.1606339,-8.5778028,3,,,POINT (-8.5778028 41.1606339)
4473717368,41.1608381,-8.5781235,3,,,POINT (-8.5781235 41.1608381)
4477657731,41.1517433,-8.6534689,2,,,POINT (-8.6534689 41.1517433)
4477706859,41.1507947,-8.647423,3,,,POINT (-8.647423 41.1507947)
4477810181,41.1489264,-8.6443406,1,,,POINT (-8.6443406 41.1489264)
4477810186,41.1509445,-8.6449534,1,,,POINT (-8.6449534 41.1509445)
4478053098,41.1694799,-8.5944461,3,,,POINT (-8.5944461 41.1694799)
4478069049,41.1740994,-8.5882715,1,,,POINT (-8.5882715 41.1740994)
4478069050,41.1738602,-8.5868003,3,,,POINT (-8.5868003 41.1738602)
4478069055,41.1756586,-8.591672,3,,,POINT (-8.591672 41.1756586)
4478069058,41.1755435,-8.5913116,3,,,POINT (-8.5913116 41.1755435)
4478069061,41.1712629,-8.5848842,3,,,POINT (-8.5848842 41.1712629)
4478069063,41.1717231,-8.5858991,3,,,POINT (-8.5858991 41.1717231)
4478164687,41.1794979,-8.5761099,1,,,POINT (-8.5761099 41.1794979)
4488733049,41.1556228,-8.6087191,3,,,POINT (-8.6087191 41.1556228)
4488733050,41.1557251,-8.6086631,1,turning_circle,,POINT (-8.6086631 41.1557251)
4489612860,41.1616593,-8.6464265,3,,,POINT (-8.6464265 41.1616593)
4489612995,41.1614758,-8.6486643,1,,,POINT (-8.6486643 41.1614758)
4492375358,41.1555429,-8.5987415,3,,,POINT (-8.5987415 41.1555429)
4492375363,41.1554614,-8.5990426,1,,,POINT (-8.5990426 41.1554614)
4492375894,41.1543886,-8.5982108,3,,,POINT (-8.5982108 41.1543886)
4492375900,41.1540044,-8.5978208,3,,,POINT (-8.5978208 41.1540044)
4492375932,41.1566619,-8.5994426,1,,,POINT (-8.5994426 41.1566619)
4494941281,41.1837424,-8.5969426,4,,,POINT (-8.5969426 41.1837424)
4504937409,41.1478362,-8.6669425,1,,,POINT (-8.6669425 41.1478362)
4504937421,41.1480646,-8.6679041,1,,,POINT (-8.6679041 41.1480646)
4504937429,41.1509773,-8.6674082,3,,,POINT (-8.6674082 41.1509773)
4504937443,41.1487045,-8.6667144,3,,,POINT (-8.6667144 41.1487045)
4504937444,41.1487485,-8.6660705,1,,,POINT (-8.6660705 41.1487485)
4504937445,41.1489778,-8.6666966,3,,,POINT (-8.6666966 41.1489778)
4504937447,41.1489067,-8.666375,1,,,POINT (-8.666375 41.1489067)
4504937504,41.1542473,-8.6776028,3,,,POINT (-8.6776028 41.1542473)
4504937506,41.1543601,-8.6772808,1,,,POINT (-8.6772808 41.1543601)
4504937511,41.1519088,-8.6759802,3,,,POINT (-8.6759802 41.1519088)
4504981036,41.1518936,-8.6727941,1,turning_circle,,POINT (-8.6727941 41.1518936)
4504981050,41.1661324,-8.6851567,3,,,POINT (-8.6851567 41.1661324)
4504981055,41.1661666,-8.6852427,3,,,POINT (-8.6852427 41.1661666)
4505030369,41.1605701,-8.6776599,3,,,POINT (-8.6776599 41.1605701)
4505031811,41.1481815,-8.6651413,1,,,POINT (-8.6651413 41.1481815)
4505031812,41.1480324,-8.6650766,3,,,POINT (-8.6650766 41.1480324)
4505062018,41.1505833,-8.6586252,1,,,POINT (-8.6586252 41.1505833)
4505062034,41.1479337,-8.6502208,3,,,POINT (-8.6502208 41.1479337)
4505062035,41.1505223,-8.651655,3,,,POINT (-8.651655 41.1505223)
4505062037,41.1509697,-8.6541337,3,,,POINT (-8.6541337 41.1509697)
4505062038,41.1508346,-8.6539935,3,,,POINT (-8.6539935 41.1508346)
4505108315,41.1548777,-8.6503871,3,,,POINT (-8.6503871 41.1548777)
4505108318,41.1551073,-8.6502786,1,,,POINT (-8.6502786 41.1551073)
4505108336,41.1681226,-8.6453795,1,,,POINT (-8.6453795 41.1681226)
4505162209,41.1754293,-8.6415938,3,,,POINT (-8.6415938 41.1754293)
4505162225,41.173177,-8.6405416,3,,,POINT (-8.6405416 41.173177)
4505162226,41.1728403,-8.6377054,3,,,POINT (-8.6377054 41.1728403)
4505162227,41.1726612,-8.6377332,3,,,POINT (-8.6377332 41.1726612)
4505162233,41.1723306,-8.638819,3,,,POINT (-8.638819 41.1723306)
4505162242,41.1768091,-8.6210102,3,,,POINT (-8.6210102 41.1768091)
4505162245,41.175995,-8.6211994,3,,,POINT (-8.6211994 41.175995)
4505162250,41.1760313,-8.6209237,3,,,POINT (-8.6209237 41.1760313)
4505162251,41.1748304,-8.6206532,3,,,POINT (-8.6206532 41.1748304)
4505205730,41.1547748,-8.5833364,1,,,POINT (-8.5833364 41.1547748)
4505205731,41.15737,-8.5797928,3,,,POINT (-8.5797928 41.15737)
4505205732,41.1573557,-8.5801445,1,,,POINT (-8.5801445 41.1573557)
4505281859,41.1644577,-8.6214304,1,,,POINT (-8.6214304 41.1644577)
4505293696,41.1622105,-8.6475566,3,,,POINT (-8.6475566 41.1622105)
4505293697,41.1621425,-8.6471496,1,,,POINT (-8.6471496 41.1621425)
4505293698,41.1622276,-8.6461327,3,,,POINT (-8.6461327 41.1622276)
4505293700,41.1621474,-8.6452053,1,turning_circle,,POINT (-8.6452053 41.1621474)
4505293701,41.1553896,-8.6471995,3,,,POINT (-8.6471995 41.1553896)
4505293703,41.1552904,-8.6461161,1,,,POINT (-8.6461161 41.1552904)
4505293705,41.1714863,-8.6599796,3,,,POINT (-8.6599796 41.1714863)
4505305037,41.170883,-8.6654628,3,,,POINT (-8.6654628 41.170883)
4505305039,41.1707757,-8.6644385,1,,,POINT (-8.6644385 41.1707757)
4505305040,41.1708489,-8.6631293,3,,,POINT (-8.6631293 41.1708489)
4505305042,41.1708302,-8.6642864,1,,,POINT (-8.6642864 41.1708302)
4505318816,41.1745327,-8.6538152,3,,,POINT (-8.6538152 41.1745327)
4505318818,41.1746869,-8.6541363,3,,,POINT (-8.6541363 41.1746869)
4505318826,41.1746185,-8.654194,3,,,POINT (-8.654194 41.1746185)
4505318827,41.1746213,-8.6539997,3,,,POINT (-8.6539997 41.1746213)
4505318828,41.1740846,-8.6544437,3,,,POINT (-8.6544437 41.1740846)
4506932013,41.1519998,-8.6764946,3,,,POINT (-8.6764946 41.1519998)
4506950199,41.1601374,-8.659848,3,,,POINT (-8.659848 41.1601374)
4506950200,41.1597742,-8.6600502,3,,,POINT (-8.6600502 41.1597742)
4507024043,41.1689201,-8.6438594,3,,,POINT (-8.6438594 41.1689201)
4523960189,41.1778975,-8.5992641,3,,,POINT (-8.5992641 41.1778975)
4523960191,41.1776263,-8.5981844,3,,,POINT (-8.5981844 41.1776263)
4526607777,41.1783969,-8.6130829,1,turning_circle,,POINT (-8.6130829 41.1783969)
4526609649,41.1749194,-8.6118788,2,,,POINT (-8.6118788 41.1749194)
4526688723,41.1718059,-8.6160542,3,,,POINT (-8.6160542 41.1718059)
4526688740,41.1670341,-8.6132002,3,,,POINT (-8.6132002 41.1670341)
4526688743,41.1678219,-8.6139602,3,,,POINT (-8.6139602 41.1678219)
4526688744,41.1672744,-8.6140076,3,,,POINT (-8.6140076 41.1672744)
4526688745,41.1677616,-8.61376,3,,,POINT (-8.61376 41.1677616)
4526688746,41.1676593,-8.6134201,3,,,POINT (-8.6134201 41.1676593)
4526688747,41.1671695,-8.6136637,3,,,POINT (-8.6136637 41.1671695)
4526688751,41.1679596,-8.6144176,3,,,POINT (-8.6144176 41.1679596)
4526688752,41.1685327,-8.6130601,3,,,POINT (-8.6130601 41.1685327)
4526688754,41.1680195,-8.613734,1,,,POINT (-8.613734 41.1680195)
4526688755,41.1678547,-8.6140693,3,,,POINT (-8.6140693 41.1678547)
4526688757,41.1680498,-8.6138654,1,,,POINT (-8.6138654 41.1680498)
4526688758,41.1685221,-8.6138064,1,,,POINT (-8.6138064 41.1685221)
4526688760,41.1686016,-8.6132933,3,,,POINT (-8.6132933 41.1686016)
4526688769,41.1698679,-8.6066215,3,,,POINT (-8.6066215 41.1698679)
4526688774,41.1697764,-8.606241,3,,,POINT (-8.606241 41.1697764)
4526688784,41.1698693,-8.6067817,3,,,POINT (-8.6067817 41.1698693)
4526688786,41.1695235,-8.6063421,1,,,POINT (-8.6063421 41.1695235)
4526689689,41.1710542,-8.606876,1,,,POINT (-8.606876 41.1710542)
4526689694,41.1698173,-8.6083686,3,,,POINT (-8.6083686 41.1698173)
4526689702,41.1708314,-8.6098057,3,,,POINT (-8.6098057 41.1708314)
4526689718,41.1657443,-8.6092634,3,,,POINT (-8.6092634 41.1657443)
4526689737,41.1664897,-8.6070247,3,,,POINT (-8.6070247 41.1664897)
4526777736,41.1805278,-8.6457599,3,,,POINT (-8.6457599 41.1805278)
4526777741,41.1804015,-8.6449338,3,,,POINT (-8.6449338 41.1804015)
