u,v,highway,length
560975954,560975952,residential,60.192
560975954,1593416824,residential,124.768
560975956,560975954,residential,44.902
560975964,560975965,residential,32.903
560975964,560976038,residential,31.53
560975964,560975952,residential,10.052
560975965,560975964,residential,32.903
560976008,560975951,residential,59.399
560976008,138248032,residential,295.89
560976008,560976015,unclassified,233.341
560976015,560976008,unclassified,233.341
560976022,560976031,residential,16.856
560976022,560976026,residential,70.072
560976023,560976053,residential,106.593
560976023,4942615697,residential,65.205
560976026,354912520,residential,37.862
560976026,560977452,residential,108.755
560976031,560976022,residential,16.856
560976031,560976032,residential,62.577
560976031,560976023,residential,40.313
560976032,560976031,residential,62.577
560976032,560976038,residential,62.887
560976032,560975945,residential,48.898
560976038,560975964,residential,31.53
560976038,560976045,residential,162.666
560976038,560976032,residential,62.887
560976045,4942615712,secondary,40.032
560976045,414134058,secondary,71.098
560976053,560976023,residential,106.593
560977452,560976022,residential,88.646
560977452,560975951,residential,93.207
560978249,560978256,residential,73.682
560978249,297369596,residential,25.616
560978249,1594780050,residential,75.911
560978252,9444462101,residential,12.088
560978252,4444137335,residential,142.744
560978252,560978256,residential,18.815
560978256,560978252,residential,18.815
560978256,560978249,residential,73.682
560978256,560978259,residential,73.239
560978259,560978256,residential,73.239
560978265,5257856441,residential,29.028
560978268,1594780050,residential,44.021
663689233,663689261,tertiary,226.918
663689233,1548074790,unclassified,454.449
663689233,3846229923,residential,194.039
663689241,3846230289,secondary,295.659
663689241,6110231472,residential,559.101
663689261,112618350,secondary,141.45
663689261,663689233,tertiary,226.918
668955253,129553667,tertiary,232.693
668955253,137903872,residential,26.149
670393821,4720552012,residential,35.854
670393821,698593230,residential,76.417
670393821,343646781,residential,78.355
697477035,1646250360,tertiary,111.817
697477035,2334443317,tertiary,62.486
697477035,1725589743,tertiary,199.247
698593228,698593230,residential,69.375
698593228,1243857979,secondary,100.866
698593230,670393821,residential,76.417
747467619,25620516,residential,89.678
773982487,299598676,secondary,51.015
773982487,773982497,living_street,143.323
773982490,297369744,residential,131.906
773982493,1387283703,secondary,13.93
773982493,411842524,secondary,117.496
773982493,299611055,secondary,100.328
773982497,297369740,residential,5.541
773982497,297369729,residential,58.241
773982499,12119378844,residential,56.9
773982499,299597866,residential,81.077
784545891,126543210,motorway_link,55.352
784545891,26016441,motorway,300.866
784545910,111428003,primary,22.839
787318148,25507582,motorway,117.123
787318149,787318152,motorway_link,180.035
787318149,414952136,motorway,496.992
787318152,414134077,secondary,14.599
789686042,4478164687,unclassified,47.601
789686042,444030230,residential,101.761
789686042,112617114,residential,84.02
789692760,3570149423,living_street,96.509
789692760,789830274,tertiary,42.584
789692760,789695386,tertiary,142.551
789695249,789695374,primary_link,88.445
789695249,112617118,primary,166.413
789695374,1731170858,primary_link,29.388
789695374,789695386,primary_link,44.26
789695386,789692760,tertiary,142.551
789695386,1731170858,tertiary,37.884
789704927,789704963,tertiary,20.3
789704927,789711116,residential,90.292
789704963,789830291,tertiary,20.296
789704963,424016854,tertiary,361.295
789709529,447918300,residential,78.323
789709529,299580145,residential,23.967
789711113,789711116,residential,25.143
789711113,444030247,residential,182.866
789711116,789711113,residential,25.143
789711116,444030234,residential,34.993
789711116,789704927,residential,90.292
789830274,789704927,tertiary,20.289
789830274,789692760,tertiary,42.584
789830291,789830274,tertiary,20.305
789830291,1731170737,residential,91.368
791709747,1548083725,residential,142.119
791709747,1548084659,tertiary,63.097
791709747,10914847286,tertiary,119.549
791709788,1548085573,residential,61.448
791709788,10914847286,tertiary,3.144
791709788,1143317642,tertiary,46.324
792643017,1731170872,primary,87.827
792643017,4464130700,primary,20.858
792643023,1837684392,primary,184.678
839884893,1270263243,residential,22.181
839884893,1202110383,secondary,397.798
839884893,1561603467,secondary,134.316
840460255,7681393364,residential,9.974
840460255,7681393362,residential,22.003
840460255,1561603365,residential,58.56
840460298,3166581975,residential,48.855
840460298,542811466,residential,58.462
840460298,1270263242,residential,147.269
840469079,1561603602,residential,11.91
840469079,1561603618,residential,38.552
848504878,848504881,primary,47.557
848504878,3896080911,primary,143.404
848504878,480476935,residential,14.454
848504881,848504882,primary,58.026
848504881,848504878,primary,47.557
848504881,480476955,living_street,52.52
848504882,848504881,primary,58.026
848504882,480482958,primary,86.41
848506925,495503865,tertiary,30.239
848506925,3897692230,residential,141.076
848506925,311887235,tertiary,103.188
848507135,848507147,residential,65.796
848507147,90379616,secondary,65.187
921193542,1731170096,primary_link,40.044
930155434,428214956,secondary,12.437
1043000754,1043000761,living_street,63.138
1043000761,1143318771,residential,44.164
1043000761,513925553,residential,233.436
1043000761,1043000754,living_street,63.138
1092941880,1092942053,residential,9.048
1092941880,10911733145,residential,30.961
1092942053,112594525,residential,77.691
1092942053,4297946718,living_street,67.583
1092997200,2206643172,living_street,92.114
1092997200,335739273,residential,82.04
1092997200,335739273,residential,63.288
1092997303,510772642,residential,81.928
1092997303,1837918500,residential,21.919
1092997327,335740663,secondary,127.308
1092997327,343646771,secondary,258.177
1092997335,343646776,residential,52.53
1092997335,2215508968,residential,59.652
1092997350,2206192847,residential,145.479
1092997350,2206643174,residential,160.598
1092997353,2332905793,residential,44.505
1092997353,1092997350,residential,65.301
1097379477,1097379657,residential,42.824
1097379477,2759489347,residential,35.63
1097379481,4473717364,secondary,122.483
1097379481,1548079687,residential,59.979
1097379507,1097379622,tertiary,62.793
1097379559,1097379603,tertiary,69.558
1097379559,1198805220,residential,80.451
1097379559,1548079687,residential,62.869
1097379574,415754656,tertiary,157.054
1097379574,1097379477,residential,126.948
1097379581,4458083632,residential,143.868
1097379581,7088940335,residential,62.462
1097379603,1548081261,tertiary,328.926
1097379603,1548079885,residential,74.754
1097379607,1548083005,tertiary,15.136
1097379607,1548082965,tertiary,19.129
1097379622,415754655,tertiary,105.778
1097379622,1097379559,tertiary,227.719
1097379651,415754678,residential,63.303
1097379651,5244467683,residential,82.592
1097379657,1097379651,residential,71.406
1097394510,3846230466,secondary,45.796
1097394511,1097394633,residential,42.459
1097394511,1097394745,residential,131.254
1097394511,1548072578,residential,126.466
1097394513,1548076848,secondary,226.598
1097394513,1097394510,secondary,18.318
1097394531,3846230146,unclassified,9.022
1097394531,1097394538,secondary,259.78
1097394538,1097394631,secondary,69.763
1097394586,1548077977,secondary,91.107
1097394598,5270226521,living_street,40.617
1097394598,1548074396,residential,80.422
1097394605,1097394538,secondary,26.17
1097394605,1097394626,secondary,217.879
1097394626,1097394531,unclassified,56.014
1097394626,3846230212,secondary,287.372
1097394631,663689261,secondary,199.566
1097394631,3846230289,secondary,26.165
1097394633,1097394511,residential,42.459
1097394633,5185113724,residential,27.328
1097394633,1097394657,residential,191.105
1097394657,3846229633,residential,120.666
1097394657,3846230175,residential,139.884
1097394657,1097394633,residential,191.105
1097394662,1548072578,residential,40.012
1097394662,1548072707,residential,60.156
1097394666,1097394510,secondary,427.468
1097394666,1103952826,motorway_link,317.41
1097394745,1548074228,residential,41.348
1097394745,1097394511,residential,131.254
1097394745,1548072839,residential,68.272
1103427051,534476350,residential,48.88
1103427051,427277909,tertiary,201.008
1103427051,2053578106,residential,121.785
1103500473,1103500491,secondary,18.691
1103500489,1548078163,secondary,18.671
1103500491,1548079892,secondary,244.028
1103500491,1103500489,secondary,27.992
1103500494,1103500473,secondary,21.005
1103500494,1548078769,residential,38.153
1103952816,3846230774,primary,11.775
1103952816,1548076296,primary,253.588
1103952816,1548076848,residential,139.491
1103952822,112618345,motorway_link,147.815
1103952822,112624344,motorway,499.039
1103952826,114310686,motorway,417.218
1105911801,4457851535,tertiary,6.707
1105911801,474691703,tertiary,126.234
1105954942,497311073,residential,66.612
1105954942,497311253,tertiary,25.119
1105954942,8255703418,tertiary,108.513
1105954950,480346323,living_street,28.233
1105954950,480346311,living_street,24.963
1105954950,480346389,living_street,29.845
1105954950,480346381,living_street,31.003
1105954953,1646061439,residential,25.624
1105954953,1725589006,residential,412.645
1105954954,480346169,living_street,37.666
1105954954,1105954959,living_street,31.192
1105954954,480346473,living_street,55.018
1105954957,9365855428,living_street,20.656
1105954957,1105955001,residential,121.631
1105954957,480309121,residential,53.169
1105954959,1105954954,living_street,31.192
1105954959,4468090984,living_street,104.971
1105954959,480346512,living_street,228.626
1105954967,501142309,living_street,58.202
1105954994,428215698,living_street,73.945
1105954994,480482944,living_street,125.235
1105955001,480328320,residential,128.715
1105955001,480309175,residential,108.348
1105955001,1105954957,residential,121.631
1105955003,8410131079,living_street,60.481
1105955007,1108285814,residential,99.737
1105984390,26015929,motorway,219.796
1105984390,1105984398,motorway_link,248.613
1105984398,1110673534,trunk,107.088
1106006305,299590394,residential,233.085
1106006305,1106006331,residential,56.381
1106006309,4478069063,residential,38.755
1106006309,1106006324,residential,122.209
1106006315,1106006333,residential,122.389
1106006315,1352647025,residential,39.331
1106006324,299583544,residential,58.325
1106006324,299583501,residential,38.576
1106006324,299599582,residential,212.988
1106006327,25620759,residential,163.263
1106006327,747467619,residential,79.892
1106006331,5198563347,residential,146.135
1106006331,1106006315,residential,57.762
1106006333,4478069061,residential,59.012
1106195776,1386041949,living_street,19.764
1106195776,1386041950,living_street,22.583
1106195776,122528349,living_street,57.56
1106228175,4773506914,secondary_link,19.036
1106228175,12170822390,secondary,16.964
1107381193,474695395,residential,112.013
1107381193,1107381206,residential,98.147
1107381200,1216466349,residential,81.499
1107381200,475116899,living_street,42.464
1107381202,501225783,living_street,25.251
1107381202,501225807,living_street,36.686
1107381202,501225766,living_street,90.041
1107381202,9706839841,living_street,42.377
1107381206,474691694,residential,97.299
1107381206,1105911801,residential,299.041
1107381207,475328014,residential,32.779
1107381207,474697405,residential,53.367
1107381212,1216466401,residential,61.925
1107381212,1107381193,residential,91.243
1108076389,5268129261,residential,121.034
1108076389,299614426,residential,43.187
1108076389,5268149559,residential,53.341
1108076389,299614331,residential,112.361
1108076391,3950967858,residential,198.284
1108076391,560405676,residential,296.735
1108076393,299613396,living_street,72.092
1108076393,1108076406,residential,29.819
1108076406,1108076410,residential,26.763
1108076406,299613574,living_street,70.348
1108076407,1731169850,residential,33.332
1108076407,299583353,residential,21.529
1108076408,299590514,residential,55.495
1108076408,299584051,residential,67.324
1108076408,1108076407,residential,158.105
1108076410,409972857,living_street,72.554
1108076410,4751729011,residential,124.261
1108123556,497991193,residential,43.029
1108123556,311887303,tertiary,93.334
1108123561,311886862,residential,158.599
1108123561,1108123577,residential,89.406
1108123571,1108123590,living_street,91.59
1108123571,314046052,living_street,127.343
1108123571,314043975,residential,63.199
1108123571,497171025,residential,63.798
1108123577,314075173,residential,177.801
1108123577,314075202,residential,91.895
1108123577,497991108,residential,129.561
1108123590,1788787128,living_street,9.95
1108123590,1788787128,residential,70.101
1108123590,1108123571,living_street,91.59
1108123650,314075624,living_street,60.93
1108123650,497171025,residential,66.655
1108123650,497171024,residential,60.673
1108123763,311887395,residential,105.131
1108123763,311887368,tertiary,76.468
1108123763,428214871,tertiary,226.61
1108247085,1788787180,residential,9.463
1108247085,1108123590,residential,63.536
1108247085,497171025,residential,92.305
1108247111,479184362,residential,36.147
1108247111,479184251,residential,33.047
1108247111,479184346,residential,63.315
1108247111,129786479,residential,34.092
1108247113,479435897,living_street,16.509
1108247113,4505062034,living_street,27.119
1108247113,479435872,living_street,153.291
1108247114,4467927897,residential,73.671
1108247114,314028301,living_street,91.223
1108247114,314075627,residential,62.044
1108285691,428214905,residential,145.037
1108285691,311889376,residential,140.352
1108285760,428214952,residential,74.788
1108285760,1108285691,residential,82.434
1108285814,428214952,residential,83.704
1108285814,428214946,residential,82.362
1108285814,428216364,residential,67.47
1110338295,343646792,residential,102.4
1110338295,1216466360,residential,77.911
1110673414,138214591,secondary_link,9.163
1110673414,335561971,residential,177.965
1110673464,25504183,motorway_link,250.535
1110673464,1105984390,motorway,215.263
1110673534,1110673666,trunk,217.109
1110673534,4723379542,motorway_link,295.04
1110673549,1110673630,motorway_link,221.953
1110673549,4723379542,motorway,494.27
1110673556,1788786433,secondary,180.506
1110673556,128674452,secondary,37.675
1110673556,128673221,secondary,85.992
1110673561,26015928,motorway,69.007
1110673562,26015929,motorway_link,249.498
1110673569,1110673562,motorway_link,129.832
1110673569,1461665866,residential,115.743
1110673630,1110673666,motorway_link,334.484
1110673630,25504163,motorway_link,563.217
1110673663,25504163,trunk,261.727
1110673663,1110673561,motorway_link,312.409
1110673666,411029259,trunk,35.798
1110698243,452682282,secondary,19.577
1110698243,10840292669,secondary,102.718
1110698255,1110698259,secondary,26.692
1110698255,452682282,secondary,212.322
1110698259,1110698273,secondary,60.503
1110698261,25632446,secondary,22.105
1110698261,2204100015,residential,267.74
1110698265,452682212,secondary,143.919
1110698273,1788787056,secondary,121.054
1143316313,297880608,secondary,335.692
1143316313,478632189,secondary,178.588
1143316313,1143318589,residential,239.012
1143316503,353289223,secondary,93.819
1143316503,4438014852,secondary,109.518
1143317012,285945659,residential,107.45
1143317012,478863896,living_street,101.109
1143317042,479435831,living_street,127.343
1143317042,479435793,living_street,61.809
1143317042,479435839,living_street,29.296
1143317257,428215440,residential,11.786
1143317257,9115881959,residential,30.023
1143317257,428215580,residential,44.14
1143317642,1731168950,tertiary,30.783
1143317642,791709788,tertiary,46.324
1143317932,510772500,residential,20.751
1143317932,510772505,secondary,37.061
1143317949,475352608,living_street,37.883
1143318103,2349402214,residential,45.726
1143318103,2349402213,secondary,46.744
1143318424,1143318441,residential,94.188
1143318424,9115881959,residential,85.413
1143318424,4758581091,residential,157.62
1143318441,126544301,secondary,73.312
1143318441,1143318424,residential,94.188
1143318441,126554316,secondary,137.695
1143318589,478903418,residential,118.021
1143318589,1594649021,living_street,45.656
1143318771,25632521,residential,45.254
1143318805,479309636,living_street,5.48
1143318805,479297772,living_street,65.278
1143318805,4505062035,living_street,27.509
1165603979,4526689718,residential,30.305
1165603979,1165604021,residential,36.655
1165603979,435477342,residential,72.098
1165604001,316511864,tertiary,22.343
1165604001,416007718,tertiary,5.921
1165604001,1165604036,living_street,163.585
1165604021,4685339955,residential,29.931
1165604021,1165604111,residential,28.012
1165604036,428050285,living_street,51.417
1165604036,1165604001,living_street,163.585
1165604036,4464000788,living_street,48.898
1165604053,4685339955,residential,80.787
1165604056,1387283703,secondary,19.961
1165604056,299610705,secondary,25.38
1165604111,1165604021,residential,28.012
1187411650,2169195501,residential,93.767
1187411650,297369946,residential,87.573
1198770853,4505205731,tertiary,125.704
1198770858,1097379507,residential,88.798
1198770858,1198770853,tertiary,48.465
1198805100,5244467715,residential,19.407
1198805100,1198805157,residential,87.01
1198805100,1198805157,residential,42.825
1198805103,1198805203,residential,16.669
1198805109,1548075972,residential,169.876
1198805109,414913214,tertiary,50.533
1198805133,1198805103,residential,37.814
1198805133,5277793592,residential,10.356
1198805157,5244467720,residential,7.029
1198805157,1198805100,residential,42.825
1198805157,1198805100,residential,87.01
1198805177,1198805220,residential,49.328
1198805177,1198805103,residential,39.578
1198805182,415754686,residential,80.145
1198805182,5277793608,residential,93.96
1198805185,5244467715,living_street,55.317
1198805185,1198805133,residential,39.805
1198805189,5277793575,residential,41.924
1198805189,1198805220,residential,129.637
1198805189,415754677,residential,199.478
1198805203,1198805182,residential,98.63
1198805203,5277793608,living_street,63.984
1198805220,1198805177,residential,49.328
1198805220,1097379559,residential,80.451
1198805220,1198805189,residential,129.637
1198805226,1548075153,residential,228.455
1198805226,414913214,residential,62.785
1198805226,1548076071,residential,73.25
1202110373,335741102,residential,187.205
1202110373,1202110396,residential,80.869
1202110383,335740658,secondary,32.638
1202110383,839884893,secondary,397.798
1202110383,1202110373,residential,141.17
1202110392,1202110497,residential,258.019
1202110392,1202110396,residential,24.727
1202110396,2210985303,residential,20.994
1202110396,1202110392,residential,24.727
1202110396,1202110373,residential,80.869
1202110494,126608577,secondary,86.898
1202110494,425743085,secondary,190.782
1202110494,1471188703,tertiary,108.26
1202110497,1471188703,residential,49.258
1202110497,1202110392,residential,258.019
1202110497,2408280848,residential,199.415
1207560213,1842003048,tertiary,13.945
1207560213,4737133822,tertiary,165.856
1207560213,428214907,residential,331.22
1207572285,112617168,primary,252.54
1207572285,1207572289,residential,134.633
1207572289,1207572285,residential,134.633
1207572289,1548081935,residential,435.847
1207572289,1548085276,residential,84.945
1209790928,25632375,secondary,51.324
1209790928,129548927,secondary,177.448
1209790951,4526689737,residential,39.865
1209790951,343646649,secondary,118.84
1209790954,1209790951,secondary,175.175
1216466336,343646831,residential,123.74
1216466345,4703906251,tertiary,41.535
1216466349,474785716,residential,88.706
1216466349,474701471,residential,26.572
1216466360,112677104,secondary,25.455
1216466378,126600959,secondary,52.162
1216466378,475333883,residential,87.352
1216466401,474695427,residential,197.204
1216466401,474697409,residential,95.392
1216466411,5291509671,secondary,10.466
1216466411,335740649,secondary,15.634
1216466414,474728395,residential,171.663
1216466437,2689537159,residential,74.129
1216466437,2689537165,residential,203.638
1216466437,343646741,living_street,156.523
1216466439,1216466464,residential,172.726
1216466439,1837918508,tertiary,216.991
1216466444,12148105749,secondary,126.899
1216466444,475338021,residential,63.85
1216466457,425725652,secondary,16.762
1216466457,474800745,residential,187.57
1216466457,128560439,secondary,214.109
1216466461,10876563844,secondary,63.317
1216466461,343646768,residential,208.398
1216466464,1216466444,secondary,35.643
1216466495,474695427,tertiary,141.238
1216466495,474728387,tertiary,47.94
1216466495,343646742,residential,134.464
1216789877,126604789,tertiary,169.883
1216789877,2455291504,tertiary,46.376
1216789883,473879871,secondary,42.246
1216789883,1216789894,secondary,59.602
1216789883,349907698,residential,110.461
1216789894,1216789883,secondary,59.602
1216789894,137993249,secondary,127.028
1216789894,473877733,"['living_street', 'residential']",346.794
1216830850,413301102,primary,64.264
1216830850,404072500,primary_link,80.656
1216830874,413275483,motorway_link,89.862
1218948002,2007367668,residential,18.215
1218948002,3552589842,residential,116.012
1218948002,1218948006,residential,107.158
1218948005,2007367668,residential,25.665
1218948005,3552589840,residential,117.051
1218948005,2007367663,residential,101.775
1218948006,1218948002,residential,107.158
1218948006,428215580,residential,289.553
1218948006,428214875,residential,109.886
1223751575,1223751697,living_street,48.997
1223751575,445439258,residential,66.185
1223751575,1223751687,living_street,40.997
1223751592,2084090872,residential,166.453
1223751592,412249442,residential,87.623
1223751592,1223751661,residential,184.508
1223751606,1223751681,living_street,28.588
1223751606,1223751631,residential,24.073
1223751610,9049275537,tertiary,28.089
1223751610,412248019,tertiary,25.772
1223751616,1223751661,residential,9.272
1223751631,1223751687,living_street,17.386
1223751631,1223751730,living_street,48.499
1223751631,1223751575,residential,30.411
1223751654,432578865,residential,116.495
1223751661,1223751616,residential,9.272
1223751661,411504984,residential,200.832
1223751661,1223751592,residential,184.508
1223751681,1223751606,living_street,28.588
1223751681,1223751687,living_street,26.294
1223751681,420777495,living_street,91.446
1223751687,1223751631,living_street,17.386
1223751687,1223751681,living_street,26.294
1223751687,1223751575,living_street,40.997
1223751697,445439337,living_street,17.426
1223751697,1223751730,living_street,31.276
1223751697,1223751575,living_street,48.997
1223751698,410371870,residential,48.945
1223751698,343634632,residential,135.256
1223751730,1223751697,living_street,31.276
1223751730,445439334,living_street,19.751
1223751730,1223751631,living_street,48.499
1223751736,1223751698,residential,9.322
1223751736,343634638,residential,72.532
1223751769,12033108853,residential,21.194
1223751769,1838434492,residential,110.994
1223751803,343634639,residential,85.436
1223806715,335560376,residential,78.471
1223806715,3391598673,residential,32.175
1223806734,478100783,residential,74.011
1223806734,427067714,residential,56.966
1223806738,2618547495,residential,13.437
1223806738,478087440,residential,27.354
1223806738,478087374,residential,154.494
1224763596,1731169781,living_street,17.831
1224763596,1731169795,primary,15.17
1225943124,3166557401,tertiary,120.85
1225943124,2713658881,residential,137.731
1225943136,343646769,residential,63.521
1225943136,335741102,secondary,41.822
1225943136,335740866,secondary,26.136
1225943147,4447965430,living_street,31.524
1225943147,2641889359,secondary,180.65
1225943147,1225943156,secondary,81.667
1225943156,4505162225,living_street,38.928
1225943156,1225943147,secondary,81.667
1225943156,429380546,secondary,40.063
1225943158,126592365,secondary,18.063
1225943158,4464000796,secondary,63.072
1225943158,4573825409,tertiary,152.46
1225943165,112613531,primary,201.818
1236467431,1236467506,primary,14.049
1236467506,428217626,primary,618.341
1236467507,1236467431,primary,280.785
1239645067,784545910,primary,45.136
1239645067,1264279393,primary,272.943
1239645077,343646789,residential,81.148
1239645077,1239645082,primary,213.659
1239645080,1239645082,residential,231.758
1239645080,343646781,residential,44.685
1239645082,1842003053,residential,9.555
1239645082,9026838533,primary,198.025
1243809319,1243809345,residential,74.358
1243809327,343646789,residential,104.199
1243809327,1243809319,residential,171.474
1243809331,343646790,residential,119.783
1243809331,335562443,residential,94.227
1243809345,1243809331,residential,12.546
1243857875,1243857944,tertiary,34.85
1243857875,1243857979,tertiary,165.41
1243857883,112677104,secondary,8.698
1243857883,1243858000,living_street,135.988
1243857939,26016418,motorway,610.126
1243857939,1243857964,motorway_link,200.7
1243857944,122432561,secondary,14.149
1243857944,122432566,secondary,59.743
1243857957,112589349,motorway,65.66
1243857964,112595515,motorway_link,289.248
1243857964,25504027,motorway_link,448.207
1243857979,1243857875,tertiary,165.41
1243857979,2215508913,secondary,87.785
1243857985,2215508913,secondary,92.168
1243857985,1216466360,secondary,157.576
1243857999,26016750,motorway_link,199.036
1243857999,1243857957,motorway_link,89.189
1243858000,4442997329,living_street,74.98
1243858000,7710508954,living_street,103.917
1249809161,1239645067,primary,11.072
1249809185,314041235,tertiary,182.453
1249809185,311887235,tertiary,72.015
1249809185,4207328558,unclassified,42.274
1252543215,1417675673,residential,169.986
1252543215,475049092,tertiary,106.895
1252543215,137981937,tertiary,89.775
1252543225,1788786447,residential,21.39
1252543236,335561972,residential,26.517
1264279310,1264279325,primary,53.897
1264279315,126411674,motorway_link,322.441
1264279315,1725588010,primary,137.059
1264279325,9376306392,primary,8.513
1264279325,1264279369,primary,109.934
1264279325,429381411,secondary,380.098
1264279327,126583944,secondary,27.362
1264279327,1264279310,primary,68.502
1264279329,500010030,residential,127.474
1264279329,1725588141,primary,87.968
1264279331,8954162693,residential,94.879
1264279331,1264279415,residential,181.505
1264279331,4758581337,living_street,61.146
1264279335,122523605,secondary,48.144
1264279340,4581733948,primary,17.374
1264279340,428214875,residential,18.502
1264279362,428214900,tertiary,126.219
1264279362,1842003053,primary,206.014
1264279369,497690772,residential,412.708
1264279369,1264279406,primary,245.853
1264279385,4458159372,primary,527.213
1264279385,1866946872,tertiary,125.181
1264279385,4581699524,tertiary,17.025
1264279389,5286357304,tertiary,107.539
1264279389,1264279502,tertiary,16.286
1264279389,2066725905,primary,165.4
1264279391,428214949,residential,124.67
1264279391,111415446,primary,94.169
1264279393,4581699525,residential,15.482
1264279393,311886688,residential,107.952
1264279393,1264279385,primary,596.152
1264279406,12170822369,primary,13.152
1264279415,1264279502,primary,167.045
1264279436,1264279449,primary,24.645
1264279436,1106228175,secondary,80.087
1264279438,126542182,motorway_link,188.958
1264279438,1264279478,primary,25.364
1264279440,4455231317,primary,125.076
1264279440,408439364,secondary,19.056
1264279440,10840897519,secondary,15.708
1264279444,111830195,primary,230.134
1264279447,1725588163,tertiary_link,23.524
1264279447,10840897519,primary,21.25
1264279449,1725588115,primary_link,6.184
1264279449,1264279340,primary,317.756
1264279459,4581693626,primary,42.461
1264279459,4581693625,secondary,44.594
1264279461,12170822390,secondary,73.095
1264279461,1264279436,primary,71.9
1264279471,8914353213,residential,110.278
1264279471,1264279415,primary,51.207
1264279478,1264279315,primary,100.874
1264279491,1305103908,primary,126.849
1264279502,1264279389,tertiary,16.286
1264279502,8954162693,tertiary,90.905
1264279502,1264279459,primary,53.513
1270263242,1561603431,residential,146.34
1270263242,1561603386,residential,186.3
1270263242,1561603412,residential,98.199
1270263242,840460298,residential,147.269
1270263243,1561603427,residential,60.382
1270263243,1561603371,residential,55.056
1270263243,839884893,residential,22.181
1270263272,1561603386,residential,10.253
1270263272,1561603407,secondary,114.153
1270263272,4505162226,residential,48.839
1274830100,2214936721,residential,46.602
1278184346,3392939454,residential,102.316
1278184346,2352603829,tertiary,143.821
1279341534,122528349,living_street,34.773
1290243436,1290730151,residential,62.092
1290243436,1352663651,residential,50.143
1290710590,299610586,tertiary,76.623
1290710590,299610718,residential,100.15
1290727908,1290243436,residential,91.675
1290727908,299610634,residential,79.277
1290730151,1290243436,residential,62.092
1290730151,299610588,residential,94.235
1290730151,410370673,residential,83.205
1290733867,2585736133,secondary_link,14.889
1290733867,408438890,secondary,70.547
1291503777,1291503779,residential,14.847
1291503777,1291503779,residential,145.911
1291503777,299611242,residential,23.961
1291503779,1291503777,residential,14.847
1291503779,299610698,residential,137.849
1294003289,2673345577,residential,79.786
1294003292,2409187426,primary,236.381
1294003292,1294003289,residential,24.546
1300530258,1300530260,residential,61.594
1300530260,1300530258,residential,61.594
1300530260,1300530263,residential,122.123
1300530260,503018146,residential,23.575
1300530261,1300530263,residential,62.158
1300530263,506097294,residential,108.697
1300530263,1300530260,residential,122.123
1300530263,1300530261,residential,62.158
1305103908,1264279461,primary,44.416
1305103908,4567404026,residential,212.023
1309301158,4753741507,residential,266.311
1309301158,4753748896,residential,116.588
1329449083,1842003107,residential,187.656
1329449083,1842003097,residential,18.002
1334167596,299584069,residential,98.84
1334167596,424548338,residential,92.784
1334167596,343634447,residential,123.745
1334167599,1334167596,residential,22.468
1334167600,299580961,residential,130.657
1334167600,343634602,residential,85.699
1334167600,299585301,residential,123.715
1334167600,343634593,residential,78.15
1334167601,343634593,residential,33.377
1334167601,343634599,residential,52.818
1334167601,1334167599,residential,122.954
1352646988,1352647001,primary,18.727
1352646988,1352647004,residential,32.921
1352646998,130075593,motorway_link,43.033
1352646998,130075590,primary,41.637
1352646999,1594780111,residential,92.267
1352646999,299610558,primary,51.981
1352647001,1352647004,residential,32.272
1352647001,5307690019,primary,105.493
1352647002,412525204,primary_link,203.302
1352647002,1352646999,primary,104.55
1352647004,299579766,residential,72.921
1352647011,1352647002,primary,16.545
1352647022,1352646988,primary,49.877
1352647025,299592374,residential,65.887
1352647025,1352663634,primary,122.257
1352647025,5307690019,primary,77.841
1352647028,5305866749,primary,98.436
1352647036,5305836806,secondary,21.927
1352647036,122452407,secondary,101.597
1352647054,299611387,tertiary,89.003
1352647054,4473312689,primary,43.112
1352663628,412525204,primary_link,185.803
1352663628,1352663653,primary,147.529
1352663634,4478069063,primary,17.159
1352663634,1106006333,residential,38.53
1352663634,1352647025,primary,122.257
1352663645,409771176,tertiary,95.217
1352663645,409771021,residential,46.716
1352663645,1352663666,tertiary,119.594
1352663645,343634513,tertiary,204.534
1352663651,1352663678,primary,82.828
1352663653,1842003093,primary,47.544
1352663653,5284498223,secondary,82.028
1352663655,11057486320,primary,113.104
1352663656,26015872,motorway_link,191.43
1352663656,1352663655,primary,97.37
1352663664,1352663651,primary,53.675
1352663666,1352663678,tertiary,9.13
1352663666,1352663673,primary,22.741
1352663673,1842003097,primary,19.759
1352663673,1329449083,residential,25.385
1352663678,1352663628,primary,39.14
1352663678,1290727908,residential,52.84
1353844822,1353844824,secondary,83.509
1353844822,5245919868,secondary,123.699
1353844822,4394002869,residential,73.942
1353844824,1353844822,secondary,83.509
1353844824,414952169,secondary,72.658
1353859183,5633860405,residential,137.765
1353859187,11524582016,secondary,31.52
1353859190,111451963,primary,6.653
1353859198,1353859187,secondary_link,31.693
1353859198,129667175,secondary,212.359
1353862705,5476829014,primary,231.844
1353867870,1353867881,residential,61.84
1353867878,1353867896,residential,55.927
1353867881,1788788271,residential,26.914
1353867881,1353867896,residential,190.327
1353867881,1353867870,residential,61.84
1353867883,1353867885,residential,42.799
1353867885,1353867878,residential,21.858
1353867885,314048166,residential,42.652
1353867886,4468029573,motorway_link,63.374
1353867886,112288397,secondary_link,57.488
1353867887,1353867898,residential,78.247
