u,v,highway,length
137994933,137994720,residential,81.035
138194386,513920937,tertiary,54.971
138194386,4753741829,tertiary,58.035
138194473,299614580,tertiary,243.906
138194473,4751728983,primary,37.901
138194473,7844352886,primary,60.446
138195667,138196594,secondary,100.092
138196470,2165540625,residential,95.017
138196470,4751729015,primary,76.66
138196470,299613573,primary,70.474
138196594,3092747271,secondary,104.74
138196594,138196470,residential,203.335
138197779,513921171,secondary,60.113
138197779,138198390,residential,270.783
138197779,25632463,secondary,187.034
138198390,452518418,residential,148.95
138198390,126617352,residential,77.307
138205498,5291598235,secondary,443.722
138205498,1209790951,residential,24.987
138208872,474552495,tertiary,24.751
138208872,474549120,residential,36.298
138208872,475044410,tertiary,97.962
138209120,474549060,residential,210.526
138209120,474385800,living_street,68.631
138214591,90378716,secondary,272.62
138214591,137981937,residential,203.602
138218138,128679581,secondary,314.414
138218138,475704953,secondary,188.814
138220017,138220134,living_street,162.453
138220017,2246222549,living_street,203.244
138220134,25620948,residential,37.648
138223440,286969310,"['living_street', 'residential']",60.034
138230335,2076734382,residential,118.716
138230335,5051610943,secondary,26.726
138230335,4925459193,secondary,84.766
138231423,4558796673,secondary,6.55
138231423,1670512103,residential,202.8
138231423,138234198,secondary,277.144
138231433,1548165654,secondary,27.127
138231433,138234198,secondary,55.283
138233991,138234198,tertiary,37.587
138233991,2216473539,residential,14.087
138234001,2216360362,residential,84.6
138234001,4559346931,living_street,111.516
138234001,1594804691,residential,123.387
138234198,138231433,secondary,55.283
138234198,4556236525,residential,31.057
138234198,138231423,secondary,277.144
138234852,25620747,secondary,197.113
138234852,286968787,secondary,45.985
138238298,1788785577,residential,31.172
138238299,138238298,residential,95.908
138238299,138240035,residential,98.699
138238299,137896693,residential,170.653
138238303,138238299,residential,74.364
138238303,137896691,residential,123.771
138239471,2202026023,residential,40.385
138239471,2300816490,living_street,8.6
138239684,138240032,residential,140.123
138239684,138240033,residential,70.617
138240032,138240033,residential,140.858
138240032,138242342,residential,118.816
138240033,137896694,residential,108.988
138240033,138241615,residential,71.007
138240035,138238298,residential,101.745
138240035,138241616,residential,101.817
138241053,1548165946,residential,373.793
138241053,5849857853,residential,51.167
138241615,138242844,residential,96.186
138241615,138242342,residential,260.875
138241616,3024642956,residential,160.473
138241616,137896696,residential,85.057
138242342,138240032,residential,118.816
138242342,138241615,residential,260.875
138242342,5268328250,residential,66.398
138242844,3024642966,residential,41.108
138243251,2053595690,secondary,17.392
138243251,138248032,secondary,206.274
138246606,2202026227,tertiary,179.847
138246606,414120959,secondary,15.159
138246606,3950967640,tertiary,28.011
138246838,138248032,tertiary,304.324
138246839,2202026206,residential,51.889
138246839,2202026209,residential,13.936
138246940,3950967587,tertiary,24.966
138248032,138243251,secondary,206.274
138248032,3027958639,secondary,274.909
138248032,560976008,residential,295.89
138251514,138246606,secondary,103.654
138252374,513921037,residential,57.671
138252374,25632521,tertiary,257.331
253283034,299614420,residential,32.368
253283034,253283047,residential,120.922
253283034,4751728994,residential,133.415
253283047,138195667,residential,154.382
253283047,253283034,residential,120.922
257735089,257735090,tertiary,19.15
257735089,6241914161,living_street,286.505
257735089,10799499842,tertiary,118.488
257735090,257735089,tertiary,19.15
257735090,429378660,residential,162.64
257735090,257735092,tertiary,59.925
257735092,4505162209,living_street,132.955
257735092,257735090,tertiary,59.925
257735096,257735092,residential,167.972
257735096,4505162209,living_street,71.574
257735105,257736401,residential,57.659
257735105,60795247,residential,56.605
257735157,1950587713,secondary,209.109
257735157,257735160,tertiary,60.348
257735160,2181385044,tertiary,37.534
257735220,257735160,tertiary,53.005
257735220,257735157,secondary,68.193
257735445,2181385017,secondary,78.852
257735563,10799499842,tertiary,41.012
257735563,2181390934,tertiary,24.773
257736400,257736401,residential,161.95
257736400,257736547,residential,24.313
257736401,60795247,residential,35.788
257736401,257736400,residential,161.95
257736547,7681393364,residential,93.883
257736547,257736783,residential,23.386
257736547,257736400,residential,24.313
257736653,1561603427,residential,45.035
257736783,4598555507,residential,129.671
257736783,257736400,residential,18.027
269565777,1731170869,living_street,168.327
269565777,299608221,secondary,118.985
276932740,276932741,primary,9.029
276932741,112688628,primary,44.682
276932741,1548061855,primary,20.832
276932825,1548062593,primary,5.655
276935832,2420355082,residential,22.24
276935832,4473717327,primary,13.07
276935836,2409187428,primary,23.465
276935836,276935838,primary,16.99
276935838,1548060069,primary,6.839
276935847,2420355066,primary,94.829
276935847,1548059189,primary,19.988
276935976,1548061161,primary,21.895
280197437,137992808,secondary,60.347
281726624,26016418,motorway_link,55.543
285910461,111459759,primary,215.451
285910461,4505062034,primary,154.827
285910461,479435875,residential,93.163
285944799,2413940893,secondary,156.939
285944799,1874214575,secondary,312.375
285945659,427067714,secondary,17.334
285945659,297880620,residential,177.265
285945659,128673222,secondary,113.495
286968787,475410511,secondary,61.202
286968787,138234852,secondary,45.985
286969224,25632422,secondary,64.563
286969224,25620743,secondary,155.848
286969310,129544876,living_street,28.458
286969310,6551282170,residential,178.438
286969936,475555187,residential,126.837
286969936,129558976,residential,31.836
286969936,111481848,residential,95.562
286969943,1788784885,primary,247.833
286969943,3392710660,primary,157.759
286969970,286970027,residential,52.795
286969970,111481848,residential,120.703
286970024,3392710660,living_street,45.005
286970027,286969943,residential,48.594
286970027,6550894003,residential,3.325
287458421,10832280405,primary,5.549
287458421,287458435,primary_link,22.894
287458435,112613601,primary,119.414
287458449,416007714,residential,91.381
287458449,2486710547,residential,60.426
287458452,4573598284,secondary,76.515
287458452,287458454,residential,56.399
287458452,444004676,secondary,78.652
287458454,4573598287,residential,46.806
287458454,435240919,residential,86.792
287458454,444004668,residential,9.651
287458454,287458452,residential,56.399
296058885,1628753289,secondary,155.377
296058885,1561621045,primary,53.54
297369596,560975908,secondary,36.826
297369596,114324784,secondary,450.989
297369596,560978249,residential,25.616
297369597,1556432407,secondary,52.781
297369597,354912241,residential,220.051
297369726,4393941395,residential,32.32
297369726,4478069058,residential,250.112
297369726,432578856,residential,34.3
297369728,4393941395,residential,33.086
297369728,297369729,residential,7.245
297369728,4393941394,residential,32.605
297369729,297369728,residential,7.245
297369729,773982497,residential,58.241
297369729,432578856,residential,74.205
297369732,773982487,secondary,81.524
297369732,297369740,residential,108.578
297369740,773982497,residential,5.541
297369740,432578825,residential,111.163
297369742,401623785,secondary,16.823
297369742,6249235142,secondary,147.376
297369744,299592379,secondary,119.121
297369744,299599024,residential,176.149
297369744,773982490,residential,131.906
297369744,6249235142,secondary,13.789
297369936,431647309,residential,50.836
297369936,2169195547,residential,99.208
297369946,6819358036,residential,20.307
297369946,1187411650,residential,87.573
297370410,1628753298,residential,65.811
297370410,1628753272,living_street,217.531
297370410,1628753296,residential,70.706
297880007,1628753285,residential,100.794
297880007,297880010,residential,151.979
297880007,3250683245,residential,141.732
297880010,1628786750,residential,17.881
297880010,2169223440,residential,130.71
297880010,297880007,residential,151.979
297880023,297880052,residential,43.038
297880023,297880026,residential,152.862
297880026,431647320,residential,50.993
297880026,297880027,residential,42.46
297880026,297880023,residential,152.862
297880026,4505162250,residential,54.28
297880027,297880026,residential,42.46
297880027,1628786734,residential,47.539
297880027,2169223459,residential,37.489
297880033,444004656,residential,86.158
297880033,11099661448,residential,39.139
297880033,128560423,residential,88.654
297880033,297880050,residential,132.631
297880050,2169223431,residential,56.253
297880050,3250683195,residential,51.451
297880050,444004657,residential,87.525
297880050,297880033,residential,132.631
297880052,2169223438,residential,7.288
297880052,297880023,residential,43.038
297880076,10118897654,residential,73.85
297880076,10118897644,residential,123.896
297880076,1594780238,residential,255.919
297880076,343634572,residential,154.254
297880381,4477706859,residential,153.458
297880381,297880383,residential,86.699
297880381,479435875,residential,193.38
297880383,2102534740,tertiary,80.102
297880383,314553222,tertiary,152.311
297880383,297880381,residential,86.699
297880483,297880486,residential,116.786
297880483,2178845900,tertiary,174.749
297880483,314553222,tertiary,45.072
297880486,297880483,residential,116.786
297880486,4477706859,residential,181.494
297880486,479225641,residential,167.491
297880486,479226382,residential,275.008
297880533,1594649037,living_street,66.525
297880533,478927788,tertiary,206.312
297880533,478902811,tertiary,172.799
297880608,427067714,secondary,37.741
297880608,1143316313,secondary,335.692
297880620,128674452,secondary,82.744
297880635,475064050,residential,140.203
299573551,299607856,secondary,59.113
299573551,432578800,secondary,108.852
299573943,1837681069,residential,72.314
299573943,299608221,secondary,180.358
299573943,432578800,secondary,53.992
299574280,444023185,secondary,185.921
299574280,319327503,secondary,157.343
299574281,4473312168,secondary,20.887
299574281,444023185,secondary,8.4
299575942,5291836418,secondary,20.299
299575942,299610705,secondary,70.164
299575943,299610700,secondary,82.179
299575943,343646678,residential,54.59
299575944,299611755,secondary,82.314
299579766,299579890,residential,59.468
299579890,1106006305,residential,171.367
299579890,299584069,residential,53.702
299580145,1731169850,residential,22.457
299580145,299599582,residential,31.782
299580145,789709529,residential,23.967
299580961,1106006305,residential,64.42
299580961,1334167600,residential,130.657
299580961,343634589,residential,52.266
299583353,1731169850,residential,37.001
299583353,299586502,residential,161.673
299583501,1106006324,residential,38.576
299583501,4478069063,primary,122.596
299583501,122491913,primary,190.55
299583544,299590114,residential,28.302
299583544,1106006324,residential,58.325
299584051,1108076408,residential,67.324
299584051,299585301,residential,127.722
299584069,1334167596,residential,98.84
299584069,343634589,residential,108.287
299585301,299585606,residential,109.623
299585301,1334167600,residential,123.715
